Date, Close/Last, Volume, Open, High, Low
11/30/2020, $490.7, 3530940, $490.08, $492.55, $481.2678
11/27/2020, $491.36, 2805762, $486.58, $493.25, $481.845
11/25/2020, $485, 3598629, $485.13, $486.9, $478.919
11/24/2020, $482.88, 3557894, $478.84, $484.05, $475.89
11/23/2020, $476.62, 5416571, $490.46, $491.15, $475.84
11/20/2020, $488.24, 4255924, $485.22, $494.76, $481.57
11/19/2020, $484.67, 2254653, $482, $487.8, $480.47
11/18/2020, $481.79, 3629237, $481.95, $488.61, $477.7212
11/17/2020, $480.63, 3698082, $480.12, $487.51, $478.8525
11/16/2020, $479.1, 3953563, $480, $485.58, $477.3
11/13/2020, $482.84, 3006510, $486.77, $488.94, $477.8
11/12/2020, $486.77, 5071155, $491, $496.52, $480.4255
11/11/2020, $490.76, 5460532, $483, $491.68, $478.26
11/10/2020, $480.24, 8306142, $470.95, $484.6, $463.41
11/09/2020, $470.5, 10419680, $485.54, $495.85, $467.26
11/06/2020, $514.73, 4236349, $515, $515.21, $502.51
11/05/2020, $513.76, 5372781, $506.56, $518.7337, $503.45
11/04/2020, $496.95, 5137330, $495.36, $507.73, $493.98
11/03/2020, $487.22, 3690213, $484.93, $495.305, $478.76
11/02/2020, $484.12, 4408193, $478.87, $486.3, $475
10/30/2020, $475.74, 7813897, $502.01, $505.88, $472.21
10/29/2020, $504.21, 11120690, $488.5, $513.8999, $479.34
10/28/2020, $486.24, 5992731, $486.36, $494, $483.28
10/27/2020, $488.93, 3627175, $490.01, $490.49, $482.93
10/26/2020, $488.24, 6186087, $487.025, $496.82, $478.9
10/23/2020, $488.28, 4927862, $488.11, $490.06, $481.35
10/22/2020, $485.23, 6997922, $494.69, $495.14, $482
10/21/2020, $489.05, 17405710, $501.03, $506.85, $488.25
10/20/2020, $525.42, 10047180, $528.14, $533.78, $522.26
10/19/2020, $530.72, 7567506, $537.07, $541.8, $525.38
10/16/2020, $530.79, 6347363, $549.5, $554.33, $530.03
10/15/2020, $541.94, 5113126, $545.52, $551.22, $535.1
10/14/2020, $541.45, 9510081, $562.61, $572.49, $541
10/13/2020, $554.09, 5602498, $540.56, $557.65, $537.2
10/12/2020, $539.81, 5391074, $548.81, $551.81, $538.24
10/09/2020, $539.44, 4781259, $537.834, $544.28, $535
10/08/2020, $531.79, 5386488, $533.48, $535, $524.15
10/07/2020, $534.66, 7988683, $518, $536.49, $515.815
10/06/2020, $505.87, 4199034, $518.72, $521.82, $504.16
10/05/2020, $520.65, 4088069, $506.8, $520.99, $501.6997
10/02/2020, $503.06, 6071165, $516.43, $526.3714, $502.7
10/01/2020, $527.51, 8153710, $506.03, $529.55, $503.6
09/30/2020, $500.03, 4634111, $492.57, $504.63, $489.2704
09/29/2020, $493.48, 3543193, $489.5, $496.2868, $486.53
09/28/2020, $490.65, 4773497, $489.109, $492, $477.88
09/25/2020, $482.88, 3769436, $474.39, $484.87, $468.0258
09/24/2020, $473.08, 3727201, $470.53, $477, $467.82
09/23/2020, $470.61, 3726423, $491.04, $491.04, $469
09/22/2020, $491.17, 3482324, $489.01, $491.82, $479.26
09/21/2020, $487.35, 5457539, $467.692, $487.775, $466.32
09/18/2020, $469.96, 6717711, $472.51, $479.4, $458.6
09/17/2020, $470.2, 5379301, $475.16, $478.4, $463.27
09/16/2020, $483.86, 4401412, $499.99, $504.66, $483.31
09/15/2020, $495.99, 5336992, $484, $497.47, $481.63
09/14/2020, $476.26, 7359126, $480.62, $488.99, $471.3001
09/11/2020, $482.03, 5035200, $486.485, $493.73, $476.81
09/10/2020, $480.67, 6240181, $503.35, $506.29, $478.84
09/09/2020, $500.19, 6848127, $519.21, $520, $492.5743
09/08/2020, $507.02, 5572684, $498.4, $522, $495
09/04/2020, $516.05, 8270118, $520.18, $527.36, $485.98
09/03/2020, $525.75, 9071089, $545, $554, $521.32
09/02/2020, $552.84, 5886930, $553.78, $556.5, $537.369
09/01/2020, $556.55, 9581907, $532.6, $557.3895, $532.45
08/31/2020, $529.56, 4941409, $521.16, $531.99, $517.58
08/28/2020, $523.89, 4417517, $532, $539, $522
08/27/2020, $526.27, 9062912, $537.775, $541, $521.2471
08/26/2020, $547.53, 20373680, $492.5, $549.04, $492.075
08/25/2020, $490.58, 5727721, $488.19, $492.47, $485.09
08/24/2020, $488.81, 4762183, $495.438, $501, $483.16
08/21/2020, $492.31, 3921293, $496.46, $498.13, $490
08/20/2020, $497.9, 5132480, $484.69, $498.94, $483.89
08/19/2020, $484.53, 3156218, $493.93, $494.4985, $483.5
08/18/2020, $491.87, 3505518, $484.35, $495.3, $482.8
08/17/2020, $482.35, 2423545, $484.19, $486.24, $479.1
08/14/2020, $482.68, 2943487, $482.82, $488.325, $480.21
08/13/2020, $481.33, 3008933, $478.4, $484.45, $476.45
08/12/2020, $475.47, 5441243, $471.34, $482.49, $470.18
08/11/2020, $466.93, 7329226, $479.75, $480.92, $466.55
08/10/2020, $483.38, 4691185, $493.35, $497.4584, $478.6269
