Date, Close/Last, Volume, Open, High, Low
11/18/2020, $271.97, 12152950, $274.52, $277.3889, $271.84
11/17/2020, $275, 15040300, $277.68, $277.68, $273.29
11/16/2020, $278.96, 12970350, $275.05, $279.41, $274.63
11/13/2020, $276.95, 10400100, $277.72, $277.76, $273.1
11/12/2020, $275.08, 12914210, $277.18, $279.75, $274.43
11/11/2020, $276.48, 14956950, $273.47, $278.4, $272.48
11/10/2020, $272.43, 29067690, $273.1, $274, $264
11/09/2020, $278.77, 25117650, $289.87, $292.58, $278.53
11/06/2020, $293.41, 13890970, $293.95, $294.6, $288.06
11/05/2020, $294.68, 23823630, $291.897, $297.38, $288.95
11/04/2020, $287.38, 35364420, $281, $288.94, $278.62
11/03/2020, $265.3, 17961860, $263.16, $270.05, $260.88
11/02/2020, $261.36, 27165680, $264.6, $270.47, $257.34
10/30/2020, $263.11, 47299000, $274.5, $276.7, $259.1
10/29/2020, $280.83, 32368120, $276.55, $283.6, $273.78
10/28/2020, $267.67, 23121810, $278.79, $278.79, $267.26
10/27/2020, $283.29, 16287250, $278.76, $284.51, $276.31
10/26/2020, $277.11, 21322930, $283.16, $285.23, $274.26
10/23/2020, $284.79, 17535160, $278.802, $285.24, $276.82
10/22/2020, $278.12, 16720030, $279.87, $282.45, $275.04
10/21/2020, $278.73, 28998640, $279.56, $283.05, $276.37
10/20/2020, $267.56, 18763250, $263.06, $269.7, $262.88
10/19/2020, $261.4, 13586960, $265.53, $268.55, $259.88
10/16/2020, $265.93, 16622700, $267.375, $271.37, $265.3
10/15/2020, $266.72, 15416060, $267.6, $269.04, $263.67
10/14/2020, $271.82, 15601150, $277.62, $278.75, $271.5
10/13/2020, $276.14, 18063340, $277.58, $279.1, $273.39
10/12/2020, $275.75, 31019260, $270.2, $280.18, $267.87
10/09/2020, $264.45, 14107800, $264.52, $264.75, $262.17
10/08/2020, $263.76, 16312760, $259.75, $264.62, $259.1488
10/07/2020, $258.12, 23133420, $259.21, $260.18, $254.82
10/06/2020, $258.66, 18696920, $261.78, $265.69, $258.24
10/05/2020, $264.65, 12822250, $262.2, $264.865, $260.8401
10/02/2020, $259.94, 16367600, $261.21, $265.15, $259.18
10/01/2020, $266.63, 20009800, $265.35, $268.33, $264.8
09/30/2020, $261.9, 20142550, $261.98, $266.085, $260.1
09/29/2020, $261.79, 20215500, $257.81, $263.33, $256.9
09/28/2020, $256.82, 18826250, $259.4, $259.6, $254.8208
09/25/2020, $254.82, 18351310, $249.4, $255.75, $246.61
09/24/2020, $249.53, 20006750, $246.5, $252.24, $245.62
09/23/2020, $249.02, 19641270, $255.26, $257.9921, $248.15
09/22/2020, $254.75, 30293100, $253.31, $255.32, $248.22
09/21/2020, $248.15, 24709380, $247.54, $249.95, $244.13
09/18/2020, $252.53, 28130770, $258.405, $259.2, $250.05
09/17/2020, $254.82, 31281440, $258.28, $261.5, $250.19
09/16/2020, $263.52, 29207590, $267.29, $272.44, $261.79
09/15/2020, $272.42, 18478530, $270.67, $274.52, $269.3
09/14/2020, $266.15, 24093830, $270.95, $276.64, $265.7
09/11/2020, $266.61, 18913880, $270.06, $271.39, $262.64
09/10/2020, $268.09, 24814670, $275.51, $279.16, $267.0319
09/09/2020, $273.72, 22918770, $275.77, $278.48, $271.35
09/08/2020, $271.16, 24864000, $271.28, $279.3, $269.42
09/04/2020, $282.73, 30333670, $287.25, $289, $271.14
09/03/2020, $291.12, 32294090, $295.99, $297.6, $283.63
09/02/2020, $302.5, 24341370, $298.88, $303.6, $293.05
09/01/2020, $295.44, 17320870, $294.71, $301.49, $292.71
08/31/2020, $293.2, 17345130, $293.95, $296.88, $291.55
08/28/2020, $293.66, 17172420, $295, $297.23, $290.98
08/27/2020, $293.22, 30301310, $300.16, $301.23, $292.02
08/26/2020, $303.91, 69015150, $284, $304.67, $284
08/25/2020, $280.82, 42127240, $272.41, $283.09, $270.2601
08/24/2020, $271.39, 23685600, $271.07, $277.2478, $268.7701
08/21/2020, $267.01, 15538620, $268.69, $270.49, $266.42
08/20/2020, $269.01, 20299690, $261.5, $269.63, $261.46
08/19/2020, $262.59, 23291460, $261.388, $267.908, $261.35
08/18/2020, $262.34, 18690380, $260.95, $265.15, $259.26
08/17/2020, $261.16, 13351060, $262.5, $264.0973, $259.4
08/14/2020, $261.24, 14792710, $262.305, $262.65, $258.6801
08/13/2020, $261.3, 17373970, $261.55, $265.16, $259.57
08/12/2020, $259.89, 21428330, $258.97, $263.8973, $258.1125
08/11/2020, $256.13, 28238280, $260.185, $265.915, $255.13
08/10/2020, $263, 30248830, $268.04, $273.86, $259.69
