Date, Close/Last, Volume, Open, High, Low
11/09/2020, $184.72, 18986390, $195.74, $196.07, $184.44
11/06/2020, $202.73, 8075064, $204.6, $204.92, $198.55
11/05/2020, $204.56, 15188530, $202.3, $204.92, $199.37
11/04/2020, $194.29, 16106950, $186.76, $195, $184.1102
11/03/2020, $179.81, 31655970, $177.94, $188.75, $174.81
11/02/2020, $187.76, 14386020, $189.01, $192.705, $185.05
10/30/2020, $186.13, 12041240, $193.29, $195.33, $182.92
10/29/2020, $195.04, 7627102, $194.08, $197.59, $192.31
10/28/2020, $192.31, 8050042, $196.96, $198.39, $191.5
10/27/2020, $200.43, 4754359, $198.79, $201.32, $197.72
10/26/2020, $197.22, 7715998, $200.66, $203.89, $195.05
10/23/2020, $203.04, 6644745, $206.24, $206.24, $201.21
10/22/2020, $203.93, 12398290, $211.9, $212.34, $202.1403
10/21/2020, $213.07, 17247190, $208.3, $215.83, $206.02
10/20/2020, $201.96, 4867725, $201.14, $205.47, $200.31
10/19/2020, $200.06, 6566682, $205.52, $207.23, $199.1
10/16/2020, $204.45, 9663990, $204.44, $207.47, $202.22
10/15/2020, $203.14, 7630531, $199.99, $203.48, $198.128
10/14/2020, $203.6, 8591824, $208.204, $208.948, $200.5
10/13/2020, $207.74, 8145300, $202.44, $209.02, $200.11
10/12/2020, $201.51, 10603250, $199.87, $204.08, $196.6323
10/09/2020, $197.27, 7082372, $194.36, $197.35, $192.6
10/08/2020, $193.06, 5582626, $196.75, $196.87, $192.67
10/07/2020, $194.61, 4228748, $193.91, $195.71, $193.33
10/06/2020, $191.66, 5921767, $196.13, $197.37, $190.88
10/05/2020, $196.85, 5024054, $193.55, $196.91, $192.16
10/02/2020, $191.91, 6546430, $192.73, $196.21, $189.25
10/01/2020, $196.94, 7268872, $199.26, $201.27, $196.2205
09/30/2020, $197.03, 7939637, $194.06, $198.72, $193.311
09/29/2020, $194.5, 6766102, $192.64, $195.78, $191.11
09/28/2020, $192.02, 7590637, $191, $192.47, $188.09
09/25/2020, $187.25, 7606454, $182.4, $187.92, $180.13
09/24/2020, $182.19, 7374516, $180.17, $184.9, $179.6
09/23/2020, $181.61, 6782378, $188.39, $188.47, $181.1
09/22/2020, $187.78, 8939288, $186.79, $188.06, $182.185
09/21/2020, $183.21, 13765630, $174.84, $183.45, $174.08
09/18/2020, $176.07, 13557240, $176.7, $178.25, $171.63
09/17/2020, $175.79, 11840100, $176.63, $178.74, $173.79
09/16/2020, $180.91, 8174799, $187.095, $189.34, $180.67
09/15/2020, $186.02, 7763369, $190.05, $190.45, $184.18
09/14/2020, $186.96, 7053058, $186, $188.6, $184.38
09/11/2020, $184, 8110351, $191.462, $192.1, $180.93
09/10/2020, $190.09, 6580655, $196.09, $198.22, $187.84
09/09/2020, $194.6, 8541960, $191, $195.75, $187.3
09/08/2020, $185.95, 9282378, $184.7, $191.75, $184.7
09/04/2020, $191.84, 17034110, $200.985, $201.84, $182.85
09/03/2020, $204.99, 16006890, $205.69, $206.59, $194.95
09/02/2020, $210.82, 7219494, $211.622, $212.45, $204.6
09/01/2020, $208.93, 6237911, $205.59, $209.8799, $205.145
08/31/2020, $204.14, 5628727, $203.7, $205.2523, $202.2984
08/28/2020, $204.48, 4581319, $205.4159, $205.4159, $202.42
08/27/2020, $204.34, 6051898, $206.81, $207, $202.3
08/26/2020, $203.48, 6072171, $202.53, $205.35, $200.25
08/25/2020, $201.67, 5108202, $198.49, $201.96, $196.24
08/24/2020, $198.88, 5404075, $200, $201.0988, $196.57
08/21/2020, $196.79, 6092535, $197.93, $199.0999, $196.22
08/20/2020, $198.18, 6772962, $192.06, $198.7, $191.51
08/19/2020, $192.44, 6865340, $195.06, $196.84, $191.92
08/18/2020, $194.57, 5362472, $197.73, $198.75, $194
08/17/2020, $196.29, 6279277, $193.92, $197.42, $193.25
08/14/2020, $191.46, 4847965, $195.19, $195.4687, $190.51
08/13/2020, $193.07, 10082360, $192.1, $195.13, $191.48
08/12/2020, $191.32, 7939997, $190, $192.51, $189.4
08/11/2020, $189.03, 9155292, $192, $193.535, $186.52
08/10/2020, $193.32, 8792199, $198.7, $199.85, $191.69
