Date, Close/Last, Volume, Open, High, Low
12/01/2020, $3220.08, 4544382, $3188.5, $3248.95, $3157.18
11/30/2020, $3168.04, 4063916, $3208.48, $3228.39, $3125.55
11/27/2020, $3195.34, 2392867, $3211.26, $3216.19, $3190.05
11/25/2020, $3185.07, 3790403, $3141.87, $3198, $3140.26
11/24/2020, $3118.06, 3602102, $3100.5, $3134.25, $3086.258
11/23/2020, $3098.39, 4708887, $3116.699, $3139.745, $3065.46
11/20/2020, $3099.4, 3380138, $3117.02, $3132.89, $3098.0456
11/19/2020, $3117.02, 3010270, $3105.31, $3125, $3080.92
11/18/2020, $3105.46, 2916836, $3134, $3140, $3105.1
11/17/2020, $3135.66, 3444735, $3183.545, $3189.25, $3135.26
11/16/2020, $3131.06, 3808676, $3093.2, $3142.7, $3072.685
11/13/2020, $3128.81, 3762587, $3122, $3141.7227, $3085.39
11/12/2020, $3110.28, 4371208, $3159.95, $3175.88, $3086.05
11/11/2020, $3137.39, 4366923, $3061.78, $3139.145, $3050
11/10/2020, $3035.02, 6590956, $3095.02, $3114, $3019.4828
11/09/2020, $3143.74, 7190406, $3231.03, $3289, $3112.1057
11/06/2020, $3311.37, 4647330, $3304.64, $3322, $3232
11/05/2020, $3322, 5789285, $3319.97, $3366.8, $3288.88
11/04/2020, $3241.16, 6839041, $3159.99, $3244.85, $3139.73
11/03/2020, $3048.41, 4897880, $3018.53, $3074.9, $2980.98
11/02/2020, $3004.48, 7257350, $3061.74, $3079.705, $2950.12
10/30/2020, $3036.15, 8396081, $3157.75, $3167.004, $3019
10/29/2020, $3211.01, 6596529, $3201.27, $3257.25, $3164
10/28/2020, $3162.78, 5588330, $3249.3, $3264.02, $3162.47
10/27/2020, $3286.33, 4291047, $3224.94, $3291.66, $3211.3
10/26/2020, $3207.04, 5901151, $3198.74, $3282.9799, $3153.3
10/23/2020, $3204.4, 3466687, $3191, $3205.33, $3140
10/22/2020, $3176.4, 4212005, $3189.87, $3198.75, $3121.94
10/21/2020, $3184.94, 4592736, $3212.5, $3233.875, $3160
10/20/2020, $3217.01, 4509678, $3222.28, $3266, $3192.01
10/19/2020, $3207.21, 5223626, $3299.61, $3329, $3192.735
10/16/2020, $3272.71, 6474353, $3363.23, $3399.6606, $3160
10/15/2020, $3338.65, 5223448, $3292.01, $3355.88, $3280
10/14/2020, $3363.71, 5828916, $3447, $3464.88, $3340
10/13/2020, $3443.63, 5744697, $3467.99, $3492.38, $3424.217
10/12/2020, $3442.93, 8364198, $3349.94, $3496.24, $3339.55
10/09/2020, $3286.65, 4907871, $3210, $3288.99, $3197.83
10/08/2020, $3190.55, 3174114, $3224.99, $3233.2944, $3174.99
10/07/2020, $3195.69, 4309439, $3135, $3200, $3132.385
10/06/2020, $3099.96, 5086857, $3165, $3182, $3090
10/05/2020, $3199.2, 3775332, $3145.84, $3202.53, $3140.85
10/02/2020, $3125, 5613098, $3153.63, $3195.7965, $3123
10/01/2020, $3221.26, 4971922, $3208, $3224, $3172
09/30/2020, $3148.73, 4896101, $3141.14, $3212.88, $3133.99
09/29/2020, $3144.88, 3503398, $3175.39, $3188.26, $3132.54
09/28/2020, $3174.05, 4224165, $3148.85, $3175.04, $3117.1684
09/25/2020, $3095.13, 4615202, $3054.86, $3101.54, $2999
09/24/2020, $3019.79, 5529392, $2977.79, $3069.3, $2965
09/23/2020, $2999.86, 5652665, $3120.43, $3126.999, $2992.3759
09/22/2020, $3128.99, 6948816, $3033.835, $3133.99, $3000.2
09/21/2020, $2960.47, 6117925, $2906.5, $2962, $2871
09/18/2020, $2954.91, 8892580, $3031.74, $3037.8, $2905.54
09/17/2020, $3008.73, 6449050, $3009.25, $3029.432, $2972.55
09/16/2020, $3078.1, 4531189, $3179.99, $3187.238, $3074.15
09/15/2020, $3156.13, 4021535, $3136.16, $3175.02, $3108.92
09/14/2020, $3102.97, 4529596, $3172.937, $3187.39, $3096
09/11/2020, $3116.22, 5093982, $3208.69, $3217.3409, $3083.98
09/10/2020, $3175.11, 5330741, $3307.219, $3349.89, $3170.55
09/09/2020, $3268.61, 5188675, $3202.99, $3303.175, $3185
09/08/2020, $3149.84, 6094205, $3144, $3250.845, $3130
09/04/2020, $3294.62, 8781754, $3318, $3381.5, $3111.13
09/03/2020, $3368, 8161113, $3485, $3488.41, $3303
09/02/2020, $3531.45, 3931476, $3547, $3552.25, $3486.685
09/01/2020, $3499.12, 3476407, $3489.58, $3513.87, $3467
08/31/2020, $3450.96, 4185885, $3408.99, $3495, $3405
08/28/2020, $3401.8, 2896978, $3423, $3433.3699, $3386.5
08/27/2020, $3400, 4264795, $3450.05, $3453, $3378
08/26/2020, $3441.85, 6508743, $3351.11, $3451.7387, $3344.5675
08/25/2020, $3346.49, 3992842, $3294.99, $3357.4, $3267
08/24/2020, $3307.46, 4666258, $3310.15, $3380.315, $3257.5608
08/21/2020, $3284.72, 3575862, $3295, $3314.3962, $3275.39
08/20/2020, $3297.37, 3332478, $3252, $3312.62, $3238
08/19/2020, $3260.48, 4185137, $3303.01, $3315.9, $3256.0001
08/18/2020, $3312.49, 5345974, $3212, $3320, $3205.8187
08/17/2020, $3182.41, 2691237, $3173.12, $3194.97, $3154.1775
08/14/2020, $3148.02, 2751723, $3178.18, $3178.2357, $3120
08/13/2020, $3161.02, 3149043, $3182.99, $3217.5211, $3155
08/12/2020, $3162.24, 3527229, $3108, $3174.385, $3101.42
08/11/2020, $3080.67, 3718057, $3113.2, $3159.22, $3073
08/10/2020, $3148.16, 3167274, $3170.31, $3172.51, $3101.52
