Date, Close/Last, Volume, Open, High, Low
12/23/2020, $645.98, 33172970, $632.2, $651.4999, $622.5701
12/22/2020, $640.34, 51861640, $648, $649.88, $614.23
12/21/2020, $649.86, 58045260, $666.24, $668.5, $646.07
12/18/2020, $695, 222126200, $668.9, $695, $628.54
12/17/2020, $655.9, 56270140, $628.19, $658.82, $619.5
12/16/2020, $622.77, 42095810, $628.23, $632.5, $605
12/15/2020, $633.25, 45223560, $643.28, $646.9, $623.8
12/14/2020, $639.83, 52040650, $619, $642.7499, $610.2001
12/11/2020, $609.99, 46474970, $615.01, $624, $596.8
12/10/2020, $627.07, 67083150, $574.37, $627.75, $566.34
12/09/2020, $604.48, 71291190, $653.69, $654.32, $588
12/08/2020, $649.88, 64265030, $625.505, $651.28, $618.5
12/07/2020, $641.76, 56309710, $604.9197, $648.7856, $603.05
12/04/2020, $599.04, 29401310, $591.01, $599.04, $585.5
12/03/2020, $593.38, 42552000, $590.02, $598.97, $582.43
12/02/2020, $568.82, 47775650, $556.44, $571.54, $541.21
12/01/2020, $584.76, 40382830, $597.59, $597.85, $572.05
11/30/2020, $567.6, 63003050, $602.21, $607.8, $554.51
11/27/2020, $585.76, 37561080, $581.16, $598.78, $578.45
11/25/2020, $574, 48930160, $550.06, $574, $545.37
11/24/2020, $555.38, 53648490, $540.4, $559.99, $526.2
11/23/2020, $521.85, 50260300, $503.5, $526, $501.79
11/20/2020, $489.61, 32911920, $497.99, $502.5, $489.06
11/19/2020, $499.27, 62475350, $492, $508.6112, $487.57
11/18/2020, $486.64, 78044020, $448.35, $496, $443.5001
11/17/2020, $441.61, 61188280, $460.17, $462, $433.01
11/16/2020, $408.09, 26838640, $408.93, $412.45, $404.0868
11/13/2020, $408.5, 19830350, $410.85, $412.5319, $401.66
11/12/2020, $411.76, 19940500, $415.05, $423, $409.52
11/11/2020, $417.13, 17357720, $416.45, $418.695, $410.58
11/10/2020, $410.36, 30284220, $420.09, $420.09, $396.0301
11/09/2020, $421.26, 34833030, $439.5, $452.5, $421
11/06/2020, $429.95, 21706010, $436.1, $436.57, $424.28
11/05/2020, $438.09, 28414520, $428.3, $440, $424.0001
11/04/2020, $420.98, 32143060, $430.62, $435.4, $417.1
11/03/2020, $423.9, 34351720, $409.73, $427.77, $406.69
11/02/2020, $400.51, 29021120, $394, $406.9799, $392.3
10/30/2020, $388.04, 42587640, $406.8954, $407.5915, $379.11
10/29/2020, $410.83, 22655310, $409.96, $418.06, $406.46
10/28/2020, $406.02, 25451410, $416.48, $418.6, $406
10/27/2020, $424.68, 22686510, $423.76, $430.5, $420.1
10/26/2020, $420.28, 28239160, $411.63, $425.76, $410
10/23/2020, $420.63, 33716980, $421.84, $422.8859, $407.3801
10/22/2020, $425.79, 39993190, $441.92, $445.23, $424.51
10/21/2020, $422.64, 32370460, $422.7, $432.95, $421.25
10/20/2020, $421.94, 31656290, $431.75, $431.75, $419.0501
10/19/2020, $430.83, 36287840, $446.24, $447, $428.87
10/16/2020, $439.67, 32775880, $454.44, $455.9499, $438.85
10/15/2020, $448.88, 35672350, $450.31, $456.57, $442.5
10/14/2020, $461.3, 48045390, $449.78, $465.9, $447.35
10/13/2020, $446.65, 34463670, $443.35, $448.89, $436.6
10/12/2020, $442.3, 38791130, $442, $448.74, $438.58
10/09/2020, $434, 28925660, $430.13, $434.5899, $426.4601
10/08/2020, $425.92, 40421120, $438.44, $439, $425.3
10/07/2020, $425.3, 43127710, $419.87, $429.9, $413.845
10/06/2020, $413.98, 49146260, $423.79, $428.7799, $406.05
10/05/2020, $425.68, 44722790, $423.35, $433.64, $419.33
10/02/2020, $415.09, 71430030, $421.39, $439.13, $415
10/01/2020, $448.16, 50741450, $440.76, $448.88, $434.42
09/30/2020, $429.01, 48145570, $421.32, $433.93, $420.47
09/29/2020, $419.07, 50341400, $416, $428.5, $411.6
09/28/2020, $421.2, 49719560, $424.62, $428.08, $415.55
09/25/2020, $407.34, 67208460, $393.47, $408.7323, $391.3
09/24/2020, $387.79, 96561060, $363.8, $399.5, $351.3
09/23/2020, $380.36, 95074180, $405.16, $412.15, $375.8801
09/22/2020, $424.23, 79580800, $429.6, $437.76, $417.6001
09/21/2020, $449.39, 109476800, $453.13, $455.68, $407.07
09/18/2020, $442.15, 86406820, $447.94, $451, $428.8
09/17/2020, $423.43, 76779160, $415.6, $437.79, $408.0001
09/16/2020, $441.76, 72546760, $439.87, $457.79, $435.31
09/15/2020, $449.76, 97298230, $436.56, $461.94, $430.7
09/14/2020, $419.62, 83020610, $380.95, $420, $373.3
09/11/2020, $372.72, 60717460, $381.94, $382.5, $360.5
09/10/2020, $371.34, 84930610, $386.21, $398.99, $360.56
09/09/2020, $366.28, 79465770, $356.6, $369, $341.51
09/08/2020, $330.21, 115465700, $356, $368.74, $329.88
09/04/2020, $418.32, 110321900, $402.81, $428, $372.0201
09/03/2020, $407, 87596090, $407.23, $431.8, $402
09/02/2020, $447.37, 96176130, $478.99, $479.04, $405.1206
09/01/2020, $475.05, 90119420, $502.14, $502.49, $470.51
08/31/2020, $498.32, 118374400, $444.61, $500.14, $440.11
08/28/2020, $442.68, 100405900, $459.024, $463.698, $437.304
08/27/2020, $447.75, 118465200, $436.092, $459.12, $428.5
08/26/2020, $430.634, 71196900, $412, $433.2, $410.7258
08/25/2020, $404.668, 53294450, $394.978, $405.59, $393.6
08/24/2020, $402.84, 100318100, $425.255, $425.8, $385.504
08/21/2020, $409.996, 107447800, $408.952, $419.098, $405.01
08/20/2020, $400.366, 103059000, $372.136, $404.398, $371.412
08/19/2020, $375.706, 61026650, $373, $382.2, $368.242
08/18/2020, $377.418, 82372450, $379.798, $384.78, $369.022
08/17/2020, $367.128, 101211600, $335.4, $369.172, $334.566
08/14/2020, $330.142, 62888050, $332.998, $333.76, $325.328
08/13/2020, $324.2, 102126550, $322.2, $330.236, $313.452
08/12/2020, $310.952, 109494150, $294, $317, $287
08/11/2020, $274.878, 43129170, $279.2, $284, $273
08/10/2020, $283.714, 37611320, $289.6, $291.5, $277.168
